Name,Institution,Country
"DA SOLER, Rafael",Ministry of External Relations,Brazil
"DAHL, Reidar",Directorate for Nature Management,Norway
"DALEN, Linda",Norwegian Environment Agency,Norway
"DARRAG, Mohammad",Egyptian Environmental Affairs Agency,Egypt
"DASCHKEIT, Achim",Federal Environment Agency,Germany
"DASGUPTA, Purnamita",Institute of Economic Growth,India
"DAVEY, James",Department of Energy and Climate Change,UK
"DAVIES, John","United States Department of Transportation, Federal Highway Administration",USA
"DAVIS, Steve","University of California, Irvine",USA
"DAWSON, Jaime",Environment Canada,Canada
"DE ZWAAN, Ivo",Ministry of Infrastructure and Environment,Netherlands
"DEGUILLA, JR., Felix",Union of Concerned Scientists,USA
"DEMOPULOS, Abigail",United States Department of the Treasury,USA
"DERU, Michael","United States Department of Energy, National Renewable Energy Lab",USA
"DEWITZ, Anja",Federal Environment Agency,Germany
"DOHERTY, Pauline",Ministry for the Environment,New Zealand
"DONG, Wenjie",Beijing Normal University,China
"DONOVAN, Michael",United States Agency for International Development,USA
"DR. MÖLLENKAMP, Sabine","Federal Ministry of Transport, Building and Urban Development",Germany
"DRAGISIC, Christine",United States Department of State,USA
"DREXLER, Judith",United States Geological Survey,USA
"DROEGE, Susanne",German Institute for International and Security Affairs,Germany
"DRÖGE, Susanne",German Institute for International and Security Affairs - SWP,Germany
"DUAN, Maosheng",Tsinghua University,China
"DUFFY, Phil",United States Department of Energy,USA
"DULAL, Hari",World Bank,USA
"DUMAS, Alexander",Transport Canada,Canada
"DUQUETTE, Eric","United States Department of Agriculture, Economic Research Service",USA
"DUTROW, Elizabeth",United States Environmental Protection Agency,USA
"EDWARDS, Robert",Department Energy and Climate Change,UK
"EKKERT, Martha","Federal Ministry for the Environment, Nature Conservation, Building and Nuclear Safety",Germany
"ELSNER, Cornelia",Federal Environment Agency,Germany
"EMERY, Keith","United States Department of Energy, National Renewable Energy Lab",USA
"ENTING, Katrin",KfW Development Bank,Germany
"EPANCHIN, Pete",United States Environmental Protection Agency,USA
"EPPINK, Jeffrey","Enegis, LLC",USA
"FAN, Ying","Institute of Policy and Management, Chinese Academy of Sciences",China
"FAN, Yunzhi",China Classification Society,China
"FARAGO, Tibor",St. Istvan University,Hungary
"FARLEY, Christopher","United States Department of Agriculture, Forest Service",USA
"FECHTER, Andrea",Federal Environment Agency,Germany
"FEDERSPIEL, Seth",United States Department of Energy,USA
"FENDLEY, Ed",United States Environmental Protection Agency,USA
"FENG, Xiangzhao",Ministry of Environmental Protection,China
"FERLAND, Henry",United States Environmental Protection Agency,USA
"FERNÁNDEZ LÓPEZ, Carlos Alberto",Instituto para la Diversificación y Ahorro de la Energía,Spain
"FERREIRA, Felipe",Ministry of External Relations,Brazil
"FINNVEDEN, Göran",Royal Institute of Technology KTH,Sweden
"FISHER, Brian",United States Environmental Protection Agency,USA
"FITZPATRICK, Cash",United States Department of Energy,USA
"FLEISHER, Madeline",United States Department of Justice,USA
"FLIPPHI, Ronald",Ministry of Infrastructure and Environment,Netherlands
"FRANK, Stefan",International Institute for Applied Systems Analysis (IIASA),USA
"FRANSEN, Taryn",World Resources Institute,USA
"FRILEY, Paul",Brookhaven National Laboratory,USA
"FU, Sha",National Center for Climate Change Strategy and International Cooperation,China
"FUENTES HUTFILTER, Ursula","Federal Ministry for the Environment, Nature Conservation, Building and Nuclear Safety",Germany
"GABLER, Christopher",Federal Environment Agency,Germany
"GAGELMANN, Frank",Federal Environment Agency,Germany
"GALARZA VÁSCONEZ, María José",Ministerio del Ambiente,Ecuador
"GAO, Hairan",National Centre for Climate Change Strategy and International Cooperation,China
"GAO, Xiang",Energy Research Institute,China
"GARCÍA-DÍAZ, Cristina",OECC (Spanish Climate Change Office),Spain
"GARG, Amit",Indian Institute of Management,India
"GARG, Kaushal",International Crops Research for the Semi-Arid Tropics,India
"GARG, Sanjay",Ministry of Power,India
"GARRY, Gordon",Sacramento Area Council of Governments,USA
"GAUSTAD, Alice",Norwegian Environment Agency,Norway
"GIAMPAOLI, Peter","United States Agency for International Development, E3 / Land Tenure and Property Rights Division",USA
"GIARDINA, Christian",United States Department of Agriculture,USA
"GIBIS, Claudia",Federal Environment Agency,Germany
"GILI JAUREGUI, Iñaki",Generalitat de Cataluña,Spain
"GILLES, Michael",United States Department of State,USA
"GILMAN, Patrick",United States Department of Energy,USA
"GILSANEN, Rory",Natural Resources Canada,Canada
"GINZKY, Harald",Federal Environment Agency,Germany
"GLANTE, Frank",Federal Environment Agency,Germany
"GNITTKE, Inka","Federal Ministry for the Environment, Nature Conservation and Nuclear Safety",Germany
"GOODRICH, James",United States Environmental Protection Agency,USA
"GORDON, Ruthanna",American Association for the Advancement of Science,USA
"GRACIA-GARZA, Javier",Natural Resources Canada,Canada
"GRAHAM, Peter",Natural Resources Canada,Canada
"GRANT, Timothy","United States Department of Energy, National Energy Technology Laboratory",USA
"GREENBLATT, Jeffery","United States Department of Energy, Lawrence Berkeley National Laboratory",USA
"GRUBB, Michael",Cambridge Centre for Climate Change Mitigation Research,UK
"GU, Alun",Tsinghua University,China
"GÜNTHER, Jens",Federal Environment Agency,Germany
"GURWICK, Noel",Smithsonian Environmental Research Center,USA
"GUTIERREZ-PEREZ, Tomás",Institute of Meteorology,Cuba
"HA DUONG, Minh",CIRED,France
"HAAS, Peter","University of Massachusetts, Amherst",USA
"HAIGHT, Robert","United States Department of Agriculture, Forest Service Northern Research Station",USA
"HAIRSINE, Stephen",Transport Canada,Canada
"HALL, Daniel",United States Department of the Treasury,USA
"HALTHORE, Rangasayi","United States Department of Transportation, Federal Aviation Administration",USA
"HAMILTON, Bruce",National Science Foundation,USA
"HAMILTON, Cyd",United States Department of Energy,USA
"HANNON, Etienne",Direction générale de l’environnement,Belgium
"HAO, Bin",Ministry of Housing and Urban-Rural Development,China
"HARE, Bill",Climate Analytics GmbH,Germany
"HARRIS, Nancy",Winrock International,USA
"HAVLIK, Petr",International Institute for Applied Systems Analysis (IIASA),USA
"HE, Jiankun",Tshinghua University,China
"HEIKINHEIMO, Pirkko",Ministry of the Environment,Finland
"HEIKINHEIMO, Pirkko",Ministry of the Environment,Finland
"HEINEN, Falk","Federal Ministry for the Environment, Nature Conservation and Nuclear Safety",Germany
"HELD, Hermann",University of Hamburg,Germany
"HENRY, Alain",Federal Planning Bureau,Belgium
"HERNÁNDEZ, Marta",OECC (Spanish Climate Change Office),Spain
"HEWITT, Jamie",Agriculture and Agri-Food Canada,Canada
"HIGGINS, Nathaniel","United States Department of Agriculture, Economic Research Service",USA
"HIJINK, Evelyn",Ministry of Infrastructure and Environment,Netherlands
"HODGES, Tina","United States Department of Transportation, Federal Highway Administration",USA
"HODSON, Elke",United States Department of Energy,USA
"HOGG, Edward H. (Ted)",Natural Resources Canada,Canada
"HOJESKY, Helmut","Federal Ministry for Agriculture, Forestry, Environment and Water Management",Austria
"HOLLAS, Annette",Natural Resources Canada,Canada
"HOLMES, Sam",Ministry for the Environment,New Zealand
"HORNER, Robert","United States Department of Energy, Argonne National Laboratory",USA
"HOURCADE, Jean-Charles",CIRED,France
"HOWARTH, Candice",Department of Energy and Climate Change,UK
"HU, Xiulian",Energy Research Institute,China
"HUANG, Dao",China Iron and Steel Association,China
"HUANG, Quansheng",China Academy of Transportation Sciences,China
"HUBERTY, Brian","United States Fish & Wildlife Service, National Wetland Inventory",USA
"HÜGEL, Julia","Federal Ministry for the Environment, Nature Conservation and Nuclear Safety",Germany
"HUGHES, James",Department of Energy and Climate Change,UK
"HUNTER, David",Electric Power Research Institute,USA
"HURLBUT, David","United States Department of Energy, National Renewable Energy Laboratory",USA
"IMANARI, Takehito",Tokyo Gus,Japan
"INCH, Jane",Natural Resources Canada,Canada
"IRLEN, Ruth","Federal Ministry for the Environment, Nature Conservation and Nuclear Safety",Germany
"JABLONSKA, Bronia",ECN,Netherlands
"JACKSON, Roderick",United States Department of Energy,USA
"JADIN, Jenna",United States Department of Agriculture,USA
"JÄMSÉN, Jatta",Ministry for Foreign Affairs,Finland
"JANZ, Annelie","Federal Ministry for the Environment, Nature Conservation and Nuclear Safety",Germany
"JAUDET, Marie",Ministry of Sustainable Development,France
"JENKIN, Thomas",National Renewable Energy Laboratory,USA
"JENKINS, Amy",Department of Energy and Climate Change,UK
"JENSEN, Christian Lundmark",Danish Ministry of the Environment,Denmark
"JENSEN, Jill",Agriculture and Agri-Food Canada,Canada
"JEPSEN, Henrik","Ministry of Climate, Energy and Building",Denmark
"JERNBÄCKER, Eva",Swedish Environmental Protection Agency,Sweden
"JOHANSSON, Robert",United States Department of Agriculture,USA
"JOHANSSON-STENMAN, Olof","The School of Business, Economics and Law",Sweden
"JOHNSEN, Michael",United States Department of Transportation,USA
"JOHNSON, Cathy",Department of Energy and Climate Change,UK
"JOHNSON, Jane","United States Department of Agriculture, Agricultural Research Service",USA
"JOHNSON, Jeffrey",Transport Canada,Canada
"JOHNSON, Kristen","United States Department of Energy, Bioenergy Technologies Office",USA
"JONES, Carol","United States Department of Agriculture, Economic Research Service",USA
"JONES, Eric",University of North Carolina at Greensboro,USA
"JOUSSAUME, Sylvie",CNRS,France
"JUTZI, Dan",Natural Resources Canada,Canada
"KAHRA, Matti",Ministry of Agriculture and Forestry,Finland
"KAMPF, Martin",Ministry of External Relations,Brazil
"KAPLAN, Ozge",United States Environmental Protection Agency,USA
"KARN, Barbara",National Science Foundation,USA
"KARPLUS, Valerie",Massachusetts Institute of Technology,USA
"KARSCHUNKE, Karsten",Federal Environment Agency,Germany
"KASALI, George",Copperbelt University (Zambia),USA
"KASPERSON, Roger",Clark University,USA
"KATBEHBADER, Nedal","Minister‘s Advisor for Climate Change, Ministry of Environment Affairs, Palestine",USA
"KELLY, David",University of Miami,USA
"KENNEDY, Mack","United States Department of Energy, Lawrence Berkeley National Laboratory",USA
"KENTARCHOS, Anastasios","European Commission, Directorate-General for Research and Innovation, Directorate I Climate Action and Resource Efficiency",European Union
"KERR, Jennifer",Environment Canada,Canada
"KHAN, Waheed",Environment Canada,Canada
"KINGUYU, Stephen",Ministry of Environment and Mineral Resources,Kenya
"KISHCHUK, Barbara",Natural Resources Canada,Canada
"KISO, Jan",Department of Energy and Climate Change,UK
"KIURU, Kristian",Energetics Inc.,USA
"KLATT, Anne",Federal Environment Agency,Germany
"KNAAP, Gerrit",University of Maryland,USA
"KNOCHE, Guido",Federal Environment Agency,Germany
"KOBER, Tom",ECN,Netherlands
"KOCH-HANSEN, Pia",Danish Energy Agency,Denmark
"KOCK, Malte",Federal Environment Agency,Germany
"KOLKER, Anne",United States Department of State,USA
"KOLSTAD, Anne-Grethe",Climate and Pollution Agency,Norway
"KOLSTAD, Charles",Stanford University,USA
"KOPPE, Katharina",Federal Environment Agency,Germany
"KOSKE, Burton",Idaho National Laboratory,USA
"KÖTHE, Harald","Federal Ministry of Transport, Building and Urban Development",Germany
"KRASSUSKI, Maria","Federal Ministry for the Environment, Nature Conservation, Building and Nuclear Safety",Germany
"KROGH-SØBYGAARD, Jacob","Ministry of Climate, Energy and Building",Denmark
"KUHNHENN, Kai",Federal Environment Agency,Germany
"KUHNHENN, Kai",Federal Environment Agency,Germany
"KUMAR, Manish",Institute of Minerals and Materials Technology,India
"KUPERBERG, Michael",United States Department of Energy,USA
"KVALEVÅG, Maria",Norwegian Environment Agency,Norway
"KVISSEL, Ole-Kristian",Norwegian Environment Agency,Norway
"LAIRD, Birgitte",Climate and Pollution Agency,Norway
"LAKO, Paul",ECN,Netherlands
"LAMBRECHT, Martin",Federal Environment Agency,Germany
"LANDIS, Emily",,USA
"LANGE, Martin",Federal Environment Agency,Germany
"LANGNIß, Ole",Fichtner Gmbh & Co KG,Germany
"LARSEN, John",United States Department of Energy,USA
"LARSEN, Kate",White House Council on Environmental Quality,USA
"LAURANSON, Rémy",Ministry of Sustainable Development,France
"LAURI, Pekka",International Institute for Applied Systems Analysis (IIASA),USA
"LAURIKKA, Harri",Ministry of the Environment,Finland
"LAVIGNE, Michael",Natural Resources Canada,Canada
"LAWRENCE, Deborah",University of Virginia,USA
"LECOCQ, Franck",CIRED,France
"LEFFERTSTRA, Harold",Climate and Pollution Agency,Norway
"LEISEROWITZ, Anthony",Yale University,USA
"LEMMEN, Don",Natural Resources Canada,Canada
"LEMOINE, Derek",University of Arizona,USA
"LEMPRIERE, Tony",Natural Resources Canada,Canada
"LEVI, Michael",Council on Foreign Relations,USA
"LEWANDROWSKI, Jan",United States Department of Agriculture,USA
"LEWIS, Oliver","Department of United States Department of State, Office of the Legal Adviser (L / OES)",USA
"LEWIS, Rebecca",Florida State University,USA
"LI, Jia",White House Council on Environmental Quality,USA
"LI, Ting",Tsinghua University,China
"LI, Yu’e",Chinese Academy of Agricultural Sciences,China
"LIEN, Elizabeth",United States Department of the Treasury,USA
"LIMA, Guilherme",Ministry of External Relations,Brazil
"LINDEGAARD, Are",Norwegian Environment Agency,Norway
"LIU, Bin",Tsinghua University,China
"LIU, Qiang",National Center for Climate Change Strategy and International Cooperation,China
"LLEWELLYN, Ian",Department Energy and Climate Change,UK
"LØBERSLI, Else",Directorate for Nature Management,Norway
"LÖWE, Christian",Federal Environment Agency,Germany
"LOY, Dolynn",United States Department of Energy,USA
"LUBINSKY, Pesach",United States Department of Agriculture,USA
"LUCERO, Everton",Ministry of External Relations,Brazil
"LUEDEMANN, Gustavo","Ministry of Science, Technology and Innovation",Brazil
"LUNDBLAD, Mattias",Swedish Environmental Protection Agency,Sweden
"LUNDY, Katie",Environment Canada,Canada
"LÜNENBÜRGER, Benjamin",Federal Environment Agency,Germany
"LÜTKEHUS, Insa",Federal Environment Agency,Germany
"LYON, Ben",Department of Energy and Climate Change,UK
"MA, Ookie",United States Department of Energy,USA
"MACALUSO, Nick",Environment Canada,Canada
"MACGREGOR, Bob",Agriculture and Agri-Food Canada,Canada
"MACK, Chris",Department of Energy and Climate Change,UK
"MACKAY, Robin",Agriculture and Agri-Food Canada,Canada
"MACMILLAN, Hugh",Food & Water Watch,USA
"MÄDER, Claudia",Federal Environment Agency,Germany
"MADLER, Kristen",United States Agency for International Development,USA
"MAGER, Anja","Federal Ministry for the Environment, Nature Conservation and Nuclear Safety",Germany
"MAJER, Ernest",Lawrence Berkeley National Laboratory,USA
"MALTRY, Regina",Federal Ministry of Transport and Digital Infrastructure,Germany
"MARBAIX, Philippe",Earth and Life Institute (ELI) - Georges Lemaître Centre for Earth and Climate Research (TECLIM),Belgium
"MARIGI, Samwel",Kenya Meteorological Service,Kenya
"MARSHALL, Blake",United States Department of Energy,USA
"MARTEN, Alex",United States Environmental Protection Agency,USA
"MARTENS, Kerstin",Federal Environment Agency,Germany
"MARTIN, Clyde",United States Department of State,USA
"MARTINEZ ARROYO, María Amparo",Instituto Nacional de Ecología y Cambio Climático (INECC) (National Institute for Ecology and Climate Change),Mexico
"MARTÍNEZ CHAMORRO, Jorge",Gobierno de Canarias,Spain
"MARTIZ, Graciela",Ministerio de Desarrollo Agropecuario,Panama
"MASANET, Eric",Northwestern University,USA
"MATHEYS, Julien","Environment, Nature and Energy Department (LNE) of the Flemish Government",Belgium
"MATHIASSEN, Odd Magne",Norwegian Petroleum Directorate,Norway
"MATHUR, Archana S.",Ministry of Petroleum & Natural Gas,India
"MATSUNO, Taroh",JAMSZTEC,Japan
"MATTHEWS, Charles",National Weather Service Retiree,USA
"MAZANY, Leigh",Transport Canada,Canada
"MCAULEY, Barry",Department of the Environment,UK
"MCCULLOUGH, Melissa","United States Environmental Protection Agency, Sustainable and Healthy Communities Research Program",USA
"MCDONNELL, Ed",Natural Resources Canada,Canada
"MCFARLAND, James",United States Environmental Protection Agency,USA
"MCGOURTY, Kelly",Puget Sound Regional Council,USA
"MCGOVERN, Frank",Environmental Protection Agency,Ireland
"MCKANE, Aimee",Lawrence Berkeley National Laboratory,USA
"MCLING, Travis",Idaho National Laboratory,USA
"MCNEIGHT, Christine",Ministry of Transport,New Zealand
"MCNITT, Bryce",United States Department of Transportation,USA
"MEINSHAUSEN, Malte",Potsdam Institute for Climate Impact Research,Germany
"MEYER, Patrick",United States Department of State,USA
"MIGUEZ, José",Ministry of the Environment,Brazil
"MILLER, Andy",United States Environmental Protection Agency,USA
"MILSOM, Elizabeth",Department Energy and Climate Change,UK
"MIRABILE, Fausto",VDI Technologiezentrum GmbH,Germany
"MOKSSIT, Abdallah","Ministère de l’Énergie, des Mines, de l’Eau et de l’Environnement",Morocco
"MOORMAN, Saeda",Ministry of Infrastructure and Environment,Netherlands
"MORAND, Hugues",Agriculture and Agri-Food Canada,Canada
"MORGAN, David","United States Department of Energy, National Energy Technology Laboratory",USA
"MORGENSTERN, Lutz","Federal Ministry for the Environment, Nature Conservation, Building and Nuclear Safety",Germany
"MORTENSEN, Philip",Norwegian Environment Agency,Norway
"MOSLENER, Ulf",Frankfurt School of Finance & Management GmbH,Germany
"MÜLLER, Claudia","German Aerospace Center, Project Management Agency",Germany
"MUNDHENKE, Jens",Federal Ministry of Economics and Energy,Germany
"MUTAI, Charles",State Department of Environment and Natural Resources,Kenya
"NACHBAUR, James",American Association for the Advancement of Science,USA
"NAGELHOUT, Peter",United States Environmental Protection Agency,USA
"NAIK-DHUNGEL, Neeharika","United States Environmental Protection Agency, CHP Partnership",USA
"NAPOLITANO, Sam",Energy Information Administration,USA
"NERON, Marie-Eve",Aboriginal Affairs and Northern Development Canada,Canada
"NEWPORT, Louise",Department of Health,UK
"NGUGI, Moffatt",United States Agency for International Development,USA
"NGUYEN, Tien","United States Department of Energy, Efficiency & Renewable Energy",USA
"NIEDERLE, Werner",Federal Environment Agency,Germany
"NILSSON, Lars J.","Environmental and Energy Systems Studies, Lund University",Sweden
"NOON, Kevin",National Park Service,USA
"NORDIN, Annika",Swedish University of Agricultural Sciences,Sweden
"NORGATE, Zoe",Department Energy and Climate Change,UK
"NORMAN, Catherine",Johns Hopkins University,USA
"O’BRADY, Sean",Environment Canada,Canada
"O’BRIEN, James",Florida State University,USA
"O’BRIEN, Philip",Environmental Protection Agency,Ireland
"O’CONNOR, Patrick",United States Department of Energy,USA
"OHREL, Sara",United States Environmental Protection Agency,USA
"ØKSTAD, Elin",Climate and Pollution Agency,Norway
"OLAUSSON, Caspar","Ministry of Climate, Energy and Building",Denmark
"OLIVIER, Jos",PBL,Netherlands
"OLLIG, Monika",Federal Environment Agency,Germany
"ONDIEKI, Christopher",Kenyatta University,Kenya
"O’REILLY, Gemma",Environmental Protection Agency,Ireland
"ORELLANA, Rene",Ministry of Foreign Affairs [ad honorem],Bolivia
"OSIEK, Dirk",Federal Environment Agency,Germany
"OSMOND, Jill",Department Energy and Climate Change,UK
"PACHECO, Diego",Ministry of Foreign Affairs,Bolivia
"PAGE, Fiona",Directorate for Energy and Climate Change,UK
"PALENBERG, Anne",Deutsche WindGuard on Behalf of the Federal Ministry for the Environment,Germany
"PANG, Jun",Renmin University of China,China
"PARIKH, Kirit",Integrated Research and Action for Development,India
"PARK, Jacob",Green Mountain College,USA
"PARSLEY, Chris",Natural Resources Canada,Canada
"PATERSON, Alan",Department for Transport,UK
"PATHAK, Himanshu",Indian Agricultural Research Institute,India
"PEDERSEN, Åsa",Norwegian Environment Agency,Norway
"PENDZICH, Christine",United States Agency for International Development,USA
"PENG, Chuansheng",China Waterborne Transport Research Institute,China
"PENN-BRESSEL, Gertrude",Federal Environment Agency,Germany
"PERSHING, Jonathan",United States Department of Energy,USA
"PETERS, Catherine",United States Department of State,USA
"PETERSEN, Arthur",Netherlands Environmental Assessment Agency PBL,Netherlands
"PETRILLO, Daniela",Secretariat of Environment,Argentina
"PHILBRICK, Mark",United States Department of Energy,USA
"PINTAURO, Peter",Vanderbilt University,USA
"PLICKERT, Sebastian",Federal Environment Agency,Germany
"PLUME, Helen",Ministry for the Environment,New Zealand
"POLLMANN, Olaf","German Aerospace Center, Project Management Agency",Germany
"POSSOLO, Antonio",National Institute of Standards and Technology,USA
"PRATHER, Michael",University of California Irvine,USA
"PREGGER, Thomas","German Aerospace Center (DLR), Institute of Technical Thermodynamics",Germany
"PRESCOTT, Ryan",Agriculture and Agri-Food Canada,Canada
"PRICE, David",Natural Resources Canada,Canada
"PRINCE, Gary",King County Metro Transit,USA
"PRINCIOTTA, Frank",United States Environmental Protection Agency,USA
"PRITULA, Dominique",Environment Canada,Canada
"PURDY, Angeline",United States Department of Justice,USA
"QI, Shaozhou",Wuhan University,China
"QI, Yue",National Center for Climate Change Strategy and International Cooperation,China
"RAAB, Ulrika",Swedish Energy Agency,Sweden
"RAHOLIJAO, Nirivololona",National Meteorological Office,Madagascar
"RAKOTOMAVO, Zo Andrianina Patrick Herintiana",National Meteorological Office,Madagascar
"RAMALOPE, Deborah",Department of Environmental Affairs,South Africa
"RANTIL, Michael",Swedish Energy Agency,Sweden
"RAO, Prakash",Lawrence Berkeley National Laboratory,USA
"RAVIDRANATH, N. H.",Indian Institute of Social Sciences,India
"RAY, Rajasree",Ministry of Finance,India
"REDDY, Sudhakar",Indira Gandhi Institute of Development Research,India
"REIDMILLER, David",United States Department of State,USA
"RENNER, Joel",Independent Consultant,USA
"RICK, Ursula",Center for Science and Technology Policy Research,USA
"RIDER, Katherine",Natural Resources Canada,Canada
"RIVERA, Ricardo",South Coast Air Quality Management District,USA
"ROMANO, Anna",Agriculture and Agri-Food Canada,Canada
"ROMERO, José",Swiss Federal Office for the Environment,Switzerland
"ROSER, Dominic",University of Oxford,UK
"ROSMANN, Mark",United States Department of State,USA
"ROY, Joyshree",Jadavpur University,India
"ROY-VIGNEAULT, Frédéric",Agriculture and Agri-Food Canada,Canada
"RUBIN, Edward",Carnegie Mellon University,USA
"RYPINSKI, Arthur",United States Department of Transportation,USA
"SAAVEDRA, Casilda",Technological University of Panama,Panama
"SABRY, Elsayed","Clima South, EU",Egypt
"SAN MARTINI, Federico",United States Department of State,USA
"SANTHIAGO, Adriano",MMA,Brazil
"SAROFIM, Marcus",US United States Environmental Protection Agency,USA
"SARZYNSKI, Andrea",University of Delaware,USA
"SATAPATHY, Sachidananda","Ministry of Environment and Forests, Government of India",India
"SAUNDERS, Katherine",Natural Resources Canada,Canada
"SCHAAF, Kenli",United States Department of State,USA
"SCHAFER, Robin",,USA
"SCHEIHING, Paul",United States Department of Energy,USA
"SCHOCK, Robert",Center for Global Security Research,USA
"SCHUBERTH, Jens",Federal Environment Agency,Germany
"SCHUG, Hartmut",VDI Technologiezentrum GmbH,Germany
"SCHULZ, Astrid",German Advisory Council on Global Change (WBGU),Germany
"SCHULZ, Dietrich",Federal Environment Agency,Germany
"SCHWABE, Paul","United States Department of Energy, National Renewable Energy Laboratory",USA
"SCHWARTZ FREEBURG, Andrea","United States Department of Transportation, Federal Aviation Administration",USA
"SELBOE, Odd Kristian",Norwegian Environment Agency,Norway
"SEMENOV, Sergey",Institute of Global Climate and Ecology,Russia
"SEUNG-KYUN, Park",Korea Meteorological Administration,Republic of Korea
"SEVEN, Jan",Federal Environment Agency,Germany
"SHARMA, Chhemendra",National Physical Laboratory,India
"SHARMA, Subodh Kumar","Ministry of Environment and Forests, Government of India",India
"SHASLY, Ayman",Ministry of Petroleum and Mineral Resources,Saudi Arabia
"SHEA, Shannon",United States Department of Energy,USA
"SHELBY, Michael",United States Environmental Protection Agency,USA
"SHEPHERD, Marjorie",Environment Canada,Canada
"SHIMODA, Yoshiyuki",Osaka University,Japan
"SHUKLA, Priyadarshi",Indian Institute of Management,India
"SIECK, Marlene",Federal Environment Agency,Germany
"SIIKAVIRTA, Hanne",Ministry of Employment and the Economy,Finland
"SIMON, A. J.","United States Department of Energy, Lawrence Livermore National Lab",USA
"SIMON, Benjamin",Department of the Interior,USA
"SIMONSON, Karin",Natural Resources Canada,Canada
"SMITH, Eric",United States Environmental Protection Agency,USA
"SMITH, Risa",Environment Canada,Canada
"SMITH, Stephen",Agriculture and Agri-Food Canada,Canada
"SMYTH, Carolyn",Natural Resources Canada,Canada
"SOFOS, Marina",United States Department of Energy,USA
"SOKKA, Laura",VTT Technical Research Centre of Finland,Finland
"SOLBERG, Bård Øyvind",Directorate for Nature Management,Norway
"SOMERS, Jayne",United States Environmental Protection Agency,USA
"SOMOGYI, Zoltan",Hungarian Forest Research Institute,Hungary
"SPADAVECCHIA, Luke",DEFRA,UK
"SPRINGER, Cecilia",Climate Advisers,USA
"STAP, Nick",Ministry of Infrastructure and Environment,Netherlands
"STEG, Horst","German Aerospace Center, Project Management Agency",Germany
"STEPHENSON, Anna",Department Energy and Climate Change,UK
"STEPHENSON, Patricia",United States Agency for International Development,USA
"STRAIT, Elan",United States Department of State,USA
"STRASSER, Alan",United States Department of Transportation,USA
"STREATFEILD, Daisy",Department of Energy and Climate Change,UK
"STROCKO, Ed","United States Department of Transportation, Federal Highway Administration",USA
"SUGIYAMA, Taishi",CRIEPI,Japan
"SUNDARESHWAR, Pallaoor",United States Agency for International Development,USA
"SUSMAN, Megan",United States Environmental Protection Agency,USA
"TALLEY, Trigg",United States Department of State,USA
"TÄUBER, Andreas","Federal Ministry of Food, Agriculture and Consumer Protection",Germany
"TAYLOR, Chris",Department of Energy and Climate Change,UK
"TEGEN, Suzanne",National Renewable Energy Laboratory,USA
"TEXTOR, Christiane","German Aerospace Center, Project Management Agency",Germany
"THEIS, Joel",United States Department of Energy,USA
"THERKELSEN, Peter",Lawrence Berkeley National Laboratory,USA
"THOMPSON, Bob",United States Environmental Protection Agency,USA
"THOMPSON, Griffin",United States Department of State,USA
"TIRKKONEN, Juhani",Ministry of Employment and the Economy,Finland
"TORCELLINI, Paul",United States Department of Energy,USA
"TRUTSCHEL, Lauren","State University of New York, College of Environmental Science and Forestry",USA
"TSHIKALANKE, Rabelani","City of Johannesburg, Environmental Management",South Africa
"TSUTSUI, Junichi",CRIEPI,Japan
"TUBMAN, Michael",Center for Climate and Energy Solutions,USA
"TYSON, Alexandra",United States Department of Transportation,USA
"VALLEJO, Roberto",Direccion General de Desarrollo Rural y Politica Forestal,Spain
"VAN BERGEN, Jan",Ministry of Infrastructure and Environment,Netherlands
"VANDERSTRAETEN, Martine",Belgian Federal Science Policy Office,Belgium
"VASQUEZ, Valeri",United States Department of State,USA
"VEHVILÄINEN, Anne",Ministry of Agriculture and Forestry,Finland
"VELKEN, Anna",Climate and Pollution Agency,Norway
"VENMANS, Frank","Grantham Institute on Climate Change, London School of Economics / Université de Mons",Belgium
"VERBRUGGEN, Aviel",University of Antwerp,Belgium
"VERHEGGEN, Bart",ECN,Netherlands
"VERNON, Jamie",United States Department of Energy,USA
"VESTRENG, Vigdis",Norwegian Environment Agency,Norway
"VISSER, Hans",Netherlands Environmental Assessment Agency PBL,Netherlands
"VOGT, Kristiina",University of Washington,USA
"VON HÄFEN, Jan","Federal Ministry of Transport, Building and Urban Development",Germany
"VRANES, Kevin",E Source,USA
"WÄCHTER, Monika","DLR Project Management Agency, German Aerospace Center",Germany
"WALSH, Elizabeth",Natural Resources Canada,Canada
"WALT, Tunnessen",United States Environmental Protection Agency - ENERGY STAR Industrial Program,USA
"WALTERS, Jerry",Fehr & Peers,USA
"WALTHAUS, Herman",Ministry of Infrastructure and Environment,Netherlands
"WALTZER, Suzanne",United States Environmental Protection Agency,USA
"WANG, Can",Tsinghua University,China
"WANG, Chunfeng",State Forestry Administration,China
"WANG, Ke",Renmin University of China,China
"WANG, Michael",Argonne National Laboratory,USA
"WANG, Mou",Chinese Academy of Social Sciences,China
"WANG, Yanjia",Tsinghua University,China
"WANG, Zheng","Institute of Policy and Management, Chinese Academy of Sciences",China
"WARD, Jacob",United States Department of Energy,USA
"WARRILOW, David",Department of Energy and Climate Change,UK
"WEBBER, Rebecca",United States Department of State,USA
"WEIß, Martin","Federal Ministry for the Environment, Nature Conservation, Building and Nuclear Safety",Germany
